fakeid,fakeid0,female0,famid0,year0,age0,eduyrs0,famsize0,kfamincly0,tlabincly0,klabincly0,knlabincly0,wage_inc0,hrs_house0,hrs_workly0,race0,college0,employdB0,fulltimely0,lowincly0,fakeid1,female1,famid1,year1,age1,eduyrs1,famsize1,kfamincly1,tlabincly1,klabincly1,knlabincly1,wage_inc1,hrs_house1,hrs_workly1,race1,college1,employdB1,fulltimely1,lowincly1
8383,8383,Male,2100,2017,57,12,2,119.86136,102.83,65.540001,327.52609,32.127449,5,39.23077,Black,No,1,Full-time (1750+ hours),0,8383,Female,2100,2017,55,12,2,119.86136,102.83,37.290001,327.52609,18.279411,8,39.23077,Black,No,1,Full-time (1750+ hours),0
8392,8392,Male,2103,2023,47,17,3,148.304,115,55.200001,640.46155,25.602968,2,41.46154,White,Yes,1,Full-time (1750+ hours),0,8392,Female,2103,2023,42,17,3,148.304,115,59.799999,640.46155,38.137756,4,30.153847,White,Yes,1,Part-time (50-1749 hours),0
8396,8396,Male,2104,2017,55,14,2,203.29829,195.49001,163.85001,150.15939,70.02137,8,45,White,No,1,Full-time (1750+ hours),0,8396,Female,2104,2017,54,16,2,203.29829,195.49001,31.639999,150.15939,10.490716,4,58,White,Yes,1,Full-time (1750+ hours),0
8403,8403,Male,2105,2017,56,12,3,57.171219,23.73,9.04,643.10034,6.4387465,14,27,White,Unknown,1,Part-time (50-1749 hours),0,8403,Female,2105,2017,55,12,3,57.171219,23.73,14.69,643.10034,7.0625,21,40,White,Unknown,1,Full-time (1750+ hours),0
8406,8406,Male,2106,2023,36,12,2,88.32,87.400002,64.400002,17.692272,25.76,1,48.076923,White,Unknown,1,Full-time (1750+ hours),0,8406,Female,2106,2023,43,12,2,88.32,87.400002,23,17.692272,18.039215,10,24.51923,White,Unknown,1,Part-time (50-1749 hours),0
8408,8408,Male,2107,2017,43,14,3,123.17,123.17,50.849998,0,24.92647,10,39.23077,White,Yes,1,Full-time (1750+ hours),0,8408,Female,2107,2017,38,14,3,123.17,123.17,72.32,0,35.450981,10,39.23077,Other,No,1,Full-time (1750+ hours),0
8411,8411,Male,2107,2019,56,15,6,123.12,99.360008,75.600006,456.92297,23.90892,4,60.807693,Black,No,1,Full-time (1750+ hours),0,8411,Female,2107,2019,53,12,6,123.12,99.360008,23.76,456.92297,11.739131,5,38.923077,Black,No,1,Full-time (1750+ hours),0
8412,8412,Male,2108,2017,32,17,2,130.33984,130.33984,57.064999,0,23.291836,4,47.115383,White,Yes,1,Full-time (1750+ hours),0,8412,Female,2108,2017,26,17,2,130.33984,130.33984,73.274849,0,33.923542,6,41.53846,White,Yes,1,Full-time (1750+ hours),0
8421,8421,Male,2110,2023,44,14,3,234.05721,220.8,165.60001,254.9462,69.902916,5,45.557693,Other,No,1,Full-time (1750+ hours),0,8421,Female,2110,2023,43,14,3,234.05721,220.8,55.200001,254.9462,27.935223,1,38,Other,No,1,Full-time (1750+ hours),0
8425,8425,Male,2111,2017,53,17,2,77.970001,77.970001,28.25,0,21.401516,2,25.384615,White,Yes,1,Part-time (50-1749 hours),0,8425,Female,2111,2017,61,12,2,77.970001,77.970001,49.720001,0,23.903847,20,40,White,Unknown,0,Full-time (1750+ hours),0
8430,8430,Male,2112,2021,34,11,4,82.109993,77.699997,35.699997,84.807617,15.96601,2,43,White,No,1,Full-time (1750+ hours),0,8430,Female,2112,2021,29,16,4,82.109993,77.699997,42,84.807617,35,8,23.076923,White,No,1,Part-time (50-1749 hours),0
8435,8435,Male,2113,2017,56,14,4,84.071999,84.071999,44.6576,0,21.469999,3,40,Black,No,1,Full-time (1750+ hours),0,8435,Female,2113,2017,54,16,4,84.071999,84.071999,39.414398,0,12.63282,2,60,Black,Yes,1,Full-time (1750+ hours),0
8436,8436,Male,2114,2021,36,16,2,124.3725,97.229996,68.25,521.97119,26.764704,3,49.03846,White,Yes,1,Full-time (1750+ hours),0,8436,Female,2114,2021,35,16,2,124.3725,97.229996,28.98,521.97119,22.72941,10,24.51923,White,Yes,0,Part-time (50-1749 hours),0
8437,8437,Male,2114,2017,49,16,4,355.95001,355.95001,197.75,0,80.714287,10,47.115383,White,Yes,0,Full-time (1750+ hours),0,8437,Female,2114,2017,44,16,4,355.95001,355.95001,158.2,0,64.571426,10,47.115383,White,Yes,1,Full-time (1750+ hours),0
8444,8444,Male,2116,2023,48,16,4,179.18013,160.45905,63.307961,360.02084,32.972897,10,36.923077,White,Yes,1,Full-time (1750+ hours),0,8444,Female,2116,2023,45,16,4,179.18013,160.45905,97.151085,360.02084,51.676105,5,36.153847,White,Yes,1,Full-time (1750+ hours),0
8460,8460,Male,2120,2021,66,17,2,199.23749,199.23749,144.89999,0,64.399994,10,43.26923,White,Yes,1,Full-time (1750+ hours),0,8460,Female,2120,2021,59,16,2,199.23749,199.23749,54.337498,0,24.15,15,43.26923,White,Yes,1,Full-time (1750+ hours),0
8465,8465,Male,2121,2019,46,12,4,110.16,110.16,56.160004,0,27.529413,5,39.23077,White,No,1,Full-time (1750+ hours),0,8465,Female,2121,2019,41,15,4,110.16,110.16,54.000004,0,26.470589,10,39.23077,White,No,1,Full-time (1750+ hours),0
8466,8466,Male,2121,2017,43,12,3,42.939999,42.939999,14.69,0,12.796167,10,22.076923,Black,No,0,Part-time (50-1749 hours),0,8466,Female,2121,2017,31,14,3,42.939999,42.939999,28.25,0,13.581731,20,40,Black,Yes,1,Full-time (1750+ hours),0
8468,8468,Male,2122,2023,55,17,4,119.6,119.60001,82.800003,-.00014671913,35.234043,7,45.192307,White,Yes,1,Full-time (1750+ hours),0,8468,Female,2122,2023,51,17,4,119.6,119.60001,36.799999,-.00014671913,25.484764,10,27.76923,White,Yes,1,Part-time (50-1749 hours),0
8469,8469,Male,2122,2017,59,13,2,217.412,180.79999,33.900002,704.07721,32.596153,20,20,Black,No,1,Part-time (50-1749 hours),0,8469,Female,2122,2017,58,17,2,217.412,180.79999,146.89999,704.07721,60.254307,15,46.884617,Black,Yes,1,Full-time (1750+ hours),0
8474,8474,Male,2123,2017,37,16,4,141.25677,141.25,129.95,.13028659,61.939941,8,40.346153,Other,Yes,1,Full-time (1750+ hours),0,8474,Female,2123,2017,36,16,4,141.25677,141.25,11.3,.13028659,20.360361,10,10.673077,Other,Yes,1,Part-time (50-1749 hours),0
8475,8475,Male,2124,2023,32,16,4,289.98401,289.79999,184,3.5388653,92,6,38.46154,White,Yes,1,Full-time (1750+ hours),0,8475,Female,2124,2023,30,12,4,289.98401,289.79999,105.8,3.5388653,84.639999,8,24.038462,White,No,0,Part-time (50-1749 hours),0
8476,8476,Male,2124,2017,47,12,4,89.269997,79.099998,42.939999,195.57689,20.885214,3,39.53846,White,No,1,Full-time (1750+ hours),0,8476,Female,2124,2017,52,14,4,89.269997,79.099998,36.16,195.57689,17.734184,13,39.21154,White,No,1,Full-time (1750+ hours),0
8479,8479,Male,2125,2021,34,16,2,132.61499,130.2,57.749996,46.442177,27.764421,3,40,White,Yes,1,Full-time (1750+ hours),0,8479,Female,2125,2021,31,16,2,132.61499,130.2,72.449997,46.442177,27.865383,4,50,White,Yes,1,Full-time (1750+ hours),0
8483,8483,Male,2126,2017,63,12,5,203.39999,169.5,45.200001,651.92297,21.730768,10,40,Black,No,1,Full-time (1750+ hours),0,8483,Female,2126,2017,58,17,5,203.39999,169.5,124.3,651.92297,59.759617,5,40,Black,Yes,1,Full-time (1750+ hours),0
8500,8500,Male,2130,2023,36,11,5,90.068001,76.82,17.940001,254.76926,6.2727275,6,55,Black,No,1,Full-time (1750+ hours),0,8500,Female,2130,2023,40,11,5,90.068001,76.82,58.880001,254.76926,29.440001,8,38.46154,White,No,1,Full-time (1750+ hours),0
8502,8502,Male,2130,2019,51,13,3,179.17201,156.384,76.464005,438.23096,21.006594,5,70,Black,No,1,Full-time (1750+ hours),0,8502,Female,2130,2019,50,13,3,179.17201,156.384,79.920006,438.23096,22.386555,5,68.653847,Black,No,1,Full-time (1750+ hours),0
8505,8505,Male,2131,2019,58,4,6,95.040001,58.32,43.200001,706.15387,21.176472,6,39.23077,White,Unknown,1,Full-time (1750+ hours),0,8505,Female,2131,2019,61,12,6,95.040001,58.32,15.120001,706.15387,8.3076925,14,35,White,Unknown,1,Full-time (1750+ hours),0
8509,8509,Male,2132,2023,40,11,5,65.32,64.400002,46,17.692272,22.115385,15,40,Other,No,1,Full-time (1750+ hours),0,8509,Female,2132,2023,38,12,5,65.32,64.400002,18.4,17.692272,29.918699,20,11.826923,Other,No,1,Part-time (50-1749 hours),0
8512,8512,Male,2133,2019,37,16,3,291.60001,291.60001,145.8,0,63.947372,5,43.846153,White,Yes,1,Full-time (1750+ hours),0,8512,Female,2133,2019,38,16,3,291.60001,291.60001,145.8,0,84.668991,5,33.115383,White,Yes,1,Part-time (50-1749 hours),0
8515,8515,Male,2134,2017,59,14,3,117.00924,113,50.849998,77.100754,25.930647,8,37.71154,White,Yes,1,Full-time (1750+ hours),0,8515,Female,2134,2017,60,14,3,117.00924,113,62.150002,77.100754,22.984467,7,52,White,Yes,1,Full-time (1750+ hours),0
8517,8517,Male,2134,2023,26,12,4,61.271999,58.880001,41.400002,45.999966,18.956045,5,42,White,No,1,Full-time (1750+ hours),0,8517,Female,2134,2023,25,12,4,61.271999,58.880001,17.48,45.999966,42.01923,10,8,White,Unknown,0,Part-time (50-1749 hours),0
8518,8518,Male,2134,2019,37,15,5,57.240002,54.000004,25.920002,62.307652,12.461539,1,40,Black,No,1,Full-time (1750+ hours),0,8518,Female,2134,2019,36,13,5,57.240002,54.000004,28.080002,62.307652,15.954546,14,33.846153,Black,No,1,Full-time (1750+ hours),0
8520,8520,Male,2135,2017,53,16,4,197.75,197.75,116.39,0,57.733135,3,38.76923,White,Yes,1,Full-time (1750+ hours),0,8520,Female,2135,2017,48,17,4,197.75,197.75,81.360001,0,34.76923,20,45,White,Yes,1,Full-time (1750+ hours),0
8522,8522,Male,2135,2023,39,13,2,77.316803,77.316803,2.7968001,0,23.306667,15,2.3076923,Black,No,1,Part-time (50-1749 hours),0,8522,Female,2135,2023,39,14,2,77.316803,77.316803,74.520004,0,38.8125,20,36.923077,Black,Yes,1,Full-time (1750+ hours),0
8525,8525,Male,2136,2017,32,16,3,143.8716,103.96001,67.800003,767.53058,27.449392,1,47.5,Other,Yes,1,Full-time (1750+ hours),0,8525,Female,2136,2017,49,16,3,143.8716,103.96001,36.16,767.53058,17.519381,20,39.692307,Black,Yes,1,Full-time (1750+ hours),0
8529,8529,Male,2137,2019,38,17,4,325.08002,325.08002,248.40001,0,97.411766,5,49.03846,White,Yes,1,Full-time (1750+ hours),0,8529,Female,2137,2019,34,17,4,325.08002,325.08002,76.68,0,42.957985,12,34.326923,White,Yes,1,Full-time (1750+ hours),0
8533,8533,Male,2138,2021,59,12,2,48.334648,40.949997,25.199999,142.01253,12.352941,10,39.23077,Black,No,1,Full-time (1750+ hours),0,8533,Female,2138,2021,55,12,2,48.334648,40.949997,15.749999,142.01253,34.615383,10,8.75,Black,No,1,Part-time (50-1749 hours),0
8538,8538,Male,2139,2019,37,17,3,163.188,163.08,86.400002,2.076956,29.629631,10,56.076923,Black,Yes,1,Full-time (1750+ hours),0,8538,Female,2139,2019,36,16,3,163.188,163.08,76.68,2.076956,43.568184,8,33.846153,Black,Yes,1,Full-time (1750+ hours),0
8540,8540,Male,2140,2017,39,17,5,38.419998,38.419998,19.209999,0,9.2355766,5,40,Other,Unknown,1,Full-time (1750+ hours),0,8540,Female,2140,2017,33,12,5,38.419998,38.419998,19.209999,0,10.743848,5,34.384617,Other,Unknown,1,Full-time (1750+ hours),0
8550,8550,Male,2142,2017,56,12,2,232.78,231.64999,90.400002,21.730864,39.236111,1,44.307693,Black,No,1,Full-time (1750+ hours),0,8550,Female,2142,2017,53,17,2,232.78,231.64999,141.25,21.730864,73.567711,6,36.923077,Black,Yes,1,Full-time (1750+ hours),0
8551,8551,Male,2143,2023,39,16,2,52.209999,52.209999,35.880001,0,16.735075,1,41.23077,White,Yes,1,Full-time (1750+ hours),0,8551,Female,2143,2023,38,14,2,52.209999,52.209999,16.33,0,8.036417,2,39.076923,Other,No,0,Full-time (1750+ hours),0
8555,8555,Male,2144,2017,64,17,4,595.01508,576.29999,282.5,359.90555,130.78703,10,41.53846,White,Unknown,1,Full-time (1750+ hours),0,8555,Female,2144,2017,61,17,4,595.01508,576.29999,293.79999,359.90555,94.166664,10,60,White,Unknown,1,Full-time (1750+ hours),0
8557,8557,Male,2144,2019,45,12,3,129.70801,129.60001,99.360001,2.076956,49.68,10,38.46154,White,No,1,Full-time (1750+ hours),0,8557,Female,2144,2019,43,16,3,129.70801,129.60001,30.240002,2.076956,12.444445,12,46.73077,White,Yes,1,Full-time (1750+ hours),0
8561,8561,Male,2145,2019,44,9,4,37.584,22.464001,17.280001,290.7692,9.69697,5,34.26923,Other,Unknown,0,Full-time (1750+ hours),0,8561,Female,2145,2019,40,12,4,37.584,22.464001,5.184,290.7692,8,30,12.461538,Other,Unknown,0,Part-time (50-1749 hours),0
8563,8563,Male,2146,2019,31,12,3,124.30801,124.2,64.800003,2.076956,28.57143,3,43.615383,White,No,1,Full-time (1750+ hours),0,8563,Female,2146,2019,30,17,3,124.30801,124.2,59.400002,2.076956,29.117649,7,39.23077,White,No,1,Full-time (1750+ hours),0
8565,8565,Male,2146,2017,51,17,4,138.086,137.86,67.800003,4.3461142,25.1577,10,51.826923,White,Yes,1,Full-time (1750+ hours),0,8565,Female,2146,2017,44,14,4,138.086,137.86,70.059998,4.3461142,38.922222,15,34.615383,White,Yes,1,Full-time (1750+ hours),0
8568,8568,Male,2147,2021,65,12,2,99.965248,61.123646,51.212696,746.95392,26.673281,10,36.923077,White,No,1,Full-time (1750+ hours),0,8568,Female,2147,2021,59,14,2,99.965248,61.123646,9.9109497,746.95392,10.19645,20,18.692308,White,Yes,1,Part-time (50-1749 hours),0
8569,8569,Male,2147,2019,52,6,2,54.000004,54,34.560001,.000073359566,14.693878,12,45.23077,White,Unknown,1,Full-time (1750+ hours),0,8569,Female,2147,2019,57,6,2,54.000004,54,19.440001,.000073359566,11.335278,18,32.98077,White,Unknown,0,Part-time (50-1749 hours),0
8575,8575,Male,2149,2019,41,14,5,189.108,189.00002,167.40001,2.0766625,68.32653,3,47.115383,White,No,1,Full-time (1750+ hours),0,8575,Female,2149,2019,41,17,5,189.108,189.00002,21.6,2.0766625,20.769232,10,20,White,Yes,1,Part-time (50-1749 hours),0
8576,8576,Male,2149,2017,35,14,3,109.61,109.61,58.759998,0,27.203703,8,41.53846,White,No,1,Full-time (1750+ hours),0,8576,Female,2149,2017,38,14,3,109.61,109.61,50.849998,0,27.047873,8,36.153847,White,Yes,1,Full-time (1750+ hours),0
8578,8578,Male,2149,2021,62,16,2,128.16299,128.09999,60.899998,1.2116065,31.718748,8,36.923077,Black,Yes,1,Full-time (1750+ hours),0,8578,Female,2149,2021,58,14,2,128.16299,128.09999,67.199997,1.2116065,33.599998,8,38.46154,Black,Yes,1,Full-time (1750+ hours),0
8579,8579,Male,2150,2017,52,16,4,1107.5129,1107.4,960.5,2.171443,417.6087,8,44.23077,White,Yes,1,Full-time (1750+ hours),0,8579,Female,2150,2017,52,16,4,1107.5129,1107.4,146.89999,2.171443,49.965984,6,56.53846,Other,Yes,0,Full-time (1750+ hours),0
8583,8583,Male,2151,2023,34,16,3,206.12233,206.08,68.080002,.81399769,35.700054,1,36.673077,White,Yes,1,Full-time (1750+ hours),0,8583,Female,2151,2023,35,17,3,206.12233,206.08,138,.81399769,83.636368,10,31.73077,White,Yes,1,Part-time (50-1749 hours),0
8587,8587,Male,2152,2019,36,12,2,77.760002,77.760002,43.200001,0,18.82353,2,44.134617,White,No,1,Full-time (1750+ hours),0,8587,Female,2152,2019,33,14,2,77.760002,77.760002,34.560001,0,18.314787,2,36.28846,White,Yes,1,Full-time (1750+ hours),0
8592,8592,Male,2153,2019,46,12,3,100.44432,100.44,64.800003,.083043024,31.764708,10,39.23077,White,No,1,Full-time (1750+ hours),0,8592,Female,2153,2019,44,12,3,100.44432,100.44,35.640003,.083043024,17.470589,10,39.23077,White,No,1,Full-time (1750+ hours),0
8595,8595,Male,2154,2023,38,15,4,102.396,82.800003,53.360001,376.84616,27.336065,7,37.53846,White,No,1,Full-time (1750+ hours),0,8595,Female,2154,2023,40,12,4,102.396,82.800003,29.440001,376.84616,22.576687,12,25.076923,Other,Unknown,1,Part-time (50-1749 hours),0
8599,8599,Male,2155,2017,34,12,4,88.252998,88.139999,56.5,2.1730571,25.111111,15,43.26923,White,No,1,Full-time (1750+ hours),0,8599,Female,2155,2017,31,12,4,88.252998,88.139999,31.639999,2.1730571,17.5,20,34.76923,White,No,1,Full-time (1750+ hours),0
8606,8606,Male,2156,2021,69,12,2,64.049995,16.799999,14.699999,908.65375,11.583924,7,24.403847,Black,No,0,Part-time (50-1749 hours),0,8606,Female,2156,2021,71,13,2,64.049995,16.799999,2.0999999,908.65375,8.75,10,4.6153846,Black,No,0,Part-time (50-1749 hours),0
8617,8617,Male,2159,2021,62,14,3,116.55,115.49999,97.649994,20.192366,37.55769,10,50,Black,No,1,Full-time (1750+ hours),0,8617,Female,2159,2021,60,15,3,116.55,115.49999,17.849998,20.192366,12.142857,10,28.26923,Black,No,0,Part-time (50-1749 hours),0
8618,8618,Male,2159,2019,41,17,4,189.108,189,86.400002,2.076956,42.857143,17,38.76923,Black,Yes,1,Full-time (1750+ hours),0,8618,Female,2159,2019,37,17,4,189.108,189,102.60001,2.076956,53.437504,17,36.923077,Black,Yes,1,Full-time (1750+ hours),0
8621,8621,Male,2160,2023,28,15,3,92.183998,92,43.700001,3.5384252,27.76366,8,30.26923,Black,No,1,Part-time (50-1749 hours),0,8621,Female,2160,2023,31,17,3,92.183998,92,48.299999,3.5384252,16.229839,8,57.23077,White,Unknown,1,Full-time (1750+ hours),0
8635,8635,Male,2164,2017,38,14,3,207.02956,177.8959,94.919998,560.26251,47.459999,1,38.46154,White,Yes,1,Full-time (1750+ hours),0,8635,Female,2164,2017,45,14,3,207.02956,177.8959,82.975899,560.26251,39.232105,20,40.673077,White,Yes,0,Full-time (1750+ hours),0
8646,8646,Male,2166,2019,59,17,2,222.26401,221.40001,167.40001,16.615355,99.64286,15,32.307693,Other,Yes,1,Part-time (50-1749 hours),0,8646,Female,2166,2019,63,17,2,222.26401,221.40001,54.000004,16.615355,52.325584,15,19.846153,Other,Yes,1,Part-time (50-1749 hours),0
8657,8657,Male,2169,2019,42,16,5,137.17296,137.16,115.56001,.24912907,41.24197,10,53.884617,White,Yes,1,Full-time (1750+ hours),0,8657,Female,2169,2019,45,14,5,137.17296,137.16,21.6,.24912907,16.901409,12,24.576923,White,No,1,Part-time (50-1749 hours),0
8663,8663,Male,2171,2023,36,17,3,264.04001,264.04001,207,0,81.176476,20,49.03846,Other,Yes,1,Full-time (1750+ hours),0,8663,Female,2171,2023,35,16,3,264.04001,264.04001,57.040001,0,27.960785,5,39.23077,Other,Unknown,1,Full-time (1750+ hours),0
8666,8666,Male,2171,2017,37,16,4,69.042999,64.410004,47.459999,89.096069,39.126133,9,23.326923,Black,Yes,1,Part-time (50-1749 hours),0,8666,Female,2171,2017,37,16,4,69.042999,64.410004,16.950001,89.096069,16.865671,18,19.326923,Black,Yes,0,Part-time (50-1749 hours),0
8667,8667,Male,2172,2021,61,16,3,289.69498,274.04999,262.5,300.86517,105.84677,4,47.692307,White,Yes,1,Full-time (1750+ hours),0,8667,Female,2172,2021,49,16,3,289.69498,274.04999,11.549999,300.86517,23.286289,14,9.5384617,White,Yes,1,Part-time (50-1749 hours),0
8668,8668,Male,2172,2019,49,16,3,160.92001,160.92001,70.200005,0,50.431038,5,26.76923,White,Yes,1,Part-time (50-1749 hours),0,8668,Female,2172,2019,39,17,3,160.92001,160.92001,90.720001,0,45.910934,5,38,White,Yes,1,Full-time (1750+ hours),0
8672,8672,Male,2173,2023,60,17,2,264.13202,262.20001,156.40001,37.153976,68.088814,5,44.173077,White,Yes,1,Full-time (1750+ hours),0,8672,Female,2173,2023,55,16,2,264.13202,262.20001,105.8,37.153976,45.544556,6,44.673077,White,No,1,Full-time (1750+ hours),0
8674,8674,Male,2174,2017,56,12,4,224.52422,200.01001,135.60001,471.42703,66.470589,5,39.23077,White,No,1,Full-time (1750+ hours),0,8674,Female,2174,2017,56,13,4,224.52422,200.01001,64.409996,471.42703,31.57353,7,39.23077,White,No,1,Full-time (1750+ hours),0
8680,8680,Male,2175,2019,46,12,6,82.080002,65.880005,34.560001,311.53839,14.514911,4,45.78846,White,Unknown,1,Full-time (1750+ hours),0,8680,Female,2175,2019,44,16,6,82.080002,65.880005,31.320002,311.53839,18.822117,20,32,White,Unknown,1,Part-time (50-1749 hours),0
8681,8681,Male,2176,2019,42,12,2,101.52,101.52,46.440002,0,16.294737,15,54.807693,White,No,1,Full-time (1750+ hours),0,8681,Female,2176,2019,37,16,2,101.52,101.52,55.080002,0,28.867926,15,36.692307,White,Yes,1,Full-time (1750+ hours),0
8682,8682,Male,2176,2023,55,16,4,313.26001,308.20001,165.60001,97.307648,79.615387,20,40,White,Yes,0,Full-time (1750+ hours),0,8682,Female,2176,2023,50,16,4,313.26001,308.20001,142.60001,97.307648,58.204082,10,47.115383,White,Yes,1,Full-time (1750+ hours),0
8686,8686,Male,2177,2019,61,7,7,89.640007,55.080002,37.800003,664.61548,17.940201,3,40.51923,White,Unknown,1,Full-time (1750+ hours),0,8686,Female,2177,2019,56,5,7,89.640007,55.080002,17.280001,664.61548,9.1622486,2,36.26923,White,Unknown,1,Full-time (1750+ hours),0
8688,8688,Male,2177,2023,55,12,2,202.584,202.39999,115,3.5385718,55.609283,4,39.76923,Black,No,1,Full-time (1750+ hours),0,8688,Female,2177,2023,60,14,2,202.584,202.39999,87.400002,3.5385718,35.67347,10,47.115383,Black,No,1,Full-time (1750+ hours),0
8691,8691,Male,2178,2021,53,12,3,130.71555,116.34,73.5,276.45288,48.999996,8,28.846153,Black,No,1,Part-time (50-1749 hours),0,8691,Female,2178,2021,45,14,3,130.71555,116.34,42.839996,276.45288,21,6,39.23077,Black,No,1,Full-time (1750+ hours),0
8697,8697,Male,2180,2021,54,12,3,147,135.45,62.999996,222.11545,27.999998,4,43.26923,White,No,1,Full-time (1750+ hours),0,8697,Female,2180,2021,51,16,3,147,135.45,72.449997,222.11545,37.734375,10,36.923077,White,Yes,1,Full-time (1750+ hours),0
8717,8717,Male,2185,2019,40,14,3,225.72002,225.72,108.00001,.00029343826,52.478138,5,39.576923,White,No,1,Full-time (1750+ hours),0,8717,Female,2185,2019,32,17,3,225.72002,225.72,117.72,.00029343826,79.540543,5,28.461538,White,Yes,1,Part-time (50-1749 hours),0
8723,8723,Male,2186,2017,36,12,4,20.905001,20.905001,16.950001,0,7.8218737,5,41.673077,White,Unknown,1,Full-time (1750+ hours),1,8723,Female,2186,2017,37,11,4,20.905001,20.905001,3.9549999,0,11.735905,21,6.4807692,White,Unknown,1,Part-time (50-1749 hours),1
8730,8730,Male,2188,2017,62,17,2,168.67509,139.55499,122.04,560.00195,59.823528,15,39.23077,White,Yes,1,Full-time (1750+ hours),0,8730,Female,2188,2017,64,16,2,168.67509,139.55499,17.514999,560.00195,56.137821,25,6,White,Yes,1,Part-time (50-1749 hours),0
8732,8732,Male,2188,2023,63,17,4,228.69821,190.44,18.4,735.7348,19.008265,7,18.615385,Black,Yes,1,Part-time (50-1749 hours),0,8732,Female,2188,2023,54,16,4,228.69821,190.44,172.04001,735.7348,73.208511,7,45.192307,Black,Yes,1,Full-time (1750+ hours),0
8745,8745,Male,2192,2019,54,14,2,108.00001,108,64.800003,.00014671913,33.75,10,36.923077,White,Yes,1,Full-time (1750+ hours),0,8745,Female,2192,2019,55,12,2,108.00001,108,43.200001,.00014671913,22.5,10,36.923077,White,No,1,Full-time (1750+ hours),0
8752,8752,Male,2194,2023,43,16,4,154.29504,151.8,110.4,47.981556,46,5,46.153847,White,Yes,1,Full-time (1750+ hours),0,8752,Female,2194,2023,35,16,4,154.29504,151.8,41.400002,47.981556,19.903847,10,40,White,Yes,1,Full-time (1750+ hours),0
8754,8754,Male,2194,2017,44,14,3,54.239998,54.239998,36.16,0,9.1497974,2,76,White,Unknown,1,Full-time (1750+ hours),0,8754,Female,2194,2017,36,16,3,54.239998,54.239998,18.08,0,9.6581192,20,36,White,Unknown,1,Full-time (1750+ hours),0
8756,8756,Male,2195,2021,38,12,4,95.577293,86.099991,40.949997,182.25581,23.161764,1,34,White,No,1,Full-time (1750+ hours),0,8756,Female,2195,2021,39,15,4,95.577293,86.099991,45.149998,182.25581,21.960115,20,39.53846,White,Yes,1,Full-time (1750+ hours),0
8760,8760,Male,2196,2023,25,17,2,59.799999,59.800003,27.6,-.000073359566,13.269231,5,40,White,Yes,1,Full-time (1750+ hours),0,8760,Female,2196,2023,26,12,2,59.799999,59.800003,32.200001,-.000073359566,15.480769,5,40,White,No,1,Full-time (1750+ hours),0
8761,8761,Male,2196,2019,35,16,2,151.2216,151.20001,97.200005,.41521513,53.524231,2,34.923077,White,Yes,1,Full-time (1750+ hours),0,8761,Female,2196,2019,34,17,2,151.2216,151.20001,54.000004,.41521513,64.285713,2,16.153847,White,Yes,1,Part-time (50-1749 hours),0
8763,8763,Male,2196,2017,33,12,4,72.32,72.32,44.07,0,24.003267,14,35.307693,Black,Unknown,0,Full-time (1750+ hours),0,8763,Female,2196,2017,33,12,4,72.32,72.32,28.25,0,13.780488,9,39.423077,Black,Unknown,1,Full-time (1750+ hours),0
8775,8775,Male,2200,2023,30,16,2,103.04,100.28,63.48,53.076965,32.925312,1,37.076923,White,Yes,1,Full-time (1750+ hours),0,8775,Female,2200,2023,25,15,2,103.04,100.28,36.799999,53.076965,18.852459,10,37.53846,White,No,1,Full-time (1750+ hours),0
8776,8776,Male,2200,2017,58,16,2,55.009529,55.009529,33.222,0,16.414032,4,38.923077,White,Unknown,1,Full-time (1750+ hours),0,8776,Female,2200,2017,45,6,2,55.009529,55.009529,21.787529,0,13.966365,30,30,White,Unknown,1,Part-time (50-1749 hours),0
8780,8780,Male,2201,2017,43,17,5,155.601,155.375,151.42,4.3461142,61.05645,3,47.692307,White,Yes,1,Full-time (1750+ hours),0,8780,Female,2201,2017,43,16,5,155.601,155.375,3.9549999,4.3461142,8.5053759,20,8.9423075,White,Yes,0,Part-time (50-1749 hours),0
8782,8782,Male,2201,2019,34,12,2,120.96001,120.96001,66.959999,0,23.445379,2,54.923077,Black,No,1,Full-time (1750+ hours),0,8782,Female,2201,2019,45,12,2,120.96001,120.96001,54.000004,0,28.125002,2,36.923077,Black,No,1,Full-time (1750+ hours),0
8783,8783,Male,2202,2021,31,17,2,435.87598,435.75,349.64999,2.4226263,113.37548,3,59.307693,White,Yes,1,Full-time (1750+ hours),0,8783,Female,2202,2021,29,17,2,435.87598,435.75,86.099998,2.4226263,33.501945,9,49.423077,White,Yes,1,Full-time (1750+ hours),0
8784,8784,Male,2202,2023,36,17,4,201.97037,201.97037,109.97036,0,44.522415,8,47.5,White,Yes,1,Full-time (1750+ hours),0,8784,Female,2202,2023,41,17,4,201.97037,201.97037,92,0,40.888889,8,43.26923,White,Yes,1,Full-time (1750+ hours),0
8793,8793,Male,2204,2019,57,12,3,89.640007,77.760002,56.160004,228.46164,27.315176,14,39.53846,Other,Unknown,1,Full-time (1750+ hours),0,8793,Female,2204,2019,55,13,3,89.640007,77.760002,21.6,228.46164,11.739131,14,35.384617,Other,No,1,Full-time (1750+ hours),0
